English,Marathi
Where do I go then?,त्यानंतर मी कुठे जाऊ?
Where does he live?,तो कुठे राहतो?
Where does he live?,ते कुठे राहतात?
Where does it hurt?,कुठे दुखतंय?
Where does it hurt?,कुठे दुखतं?
Where has Tom gone?,टॉम कुठे गेला आहे?
Where has she gone?,ती कुठे गेली आहे?
Where has she gone?,त्या कुठे गेल्या आहेत?
Where is her house?,तिचं घर कुठे आहे?
Where is his house?,त्याचं घर कुठे आहे?
Where is my invite?,माझं आमंत्रण कुठे आहे?
Where is my office?,माझं ऑफिस कुठे आहे?
Where is my pencil?,माझी पेन्सिल कुठे आहे?
Where is the hotel?,हॉटेल कुठे आहे?
Where is the store?,दुकान कुठे आहे?
Where is the train?,ट्रेन कुठे आहे?
Where is the vodka?,व्होड्का कुठे आहे?
Where is your room?,तुझी खोली कुठे आहे?
Where is your room?,तुमची खोली कुठे आहे?
Where is your wife?,तुझी बायको कुठेय?
Where is your wife?,तुझी पत्नी कुठेय?
Where is your wife?,तुमची पत्नी कुठे आहे?
Where is your wife?,तुझी बायको कुठे आहे?
Where was Tom born?,टॉम कुठे जन्माला आला होता?
Where was Tom born?,टॉमचा जन्म कुठे झालेला?
Where was Tom born?,टॉम कुठे जन्मलेला?
Where was Tom born?,टॉम कुठे जन्मलेले?
Where was Tom then?,तेव्हा टॉम कुठे होता?
Where was he going?,तो कुठे चालला होता?
Where was he going?,ते कुठे चालला होते?
Where will we meet?,आपण कुठे भेटू?
Where's Tom hiding?,टॉम कुठे लपतो आहे?
Where's Tom hiding?,टॉम कुठे लपलाय?
Where's Tom's card?,टॉमचं कार्ड कुठे आहे?
Where's Tom's card?,टॉमचा पत्ता कुठे आहे?
Where's Tom's file?,टॉमची फाइल कुठेय?
Where's my brother?,माझा भाऊ कुठेय?
Where's my brother?,दादा कुठेय?
Where's my popcorn?,माझं पॉपकॉर्न कुठे आहे?
Where's the bakery?,बेकरी कुठे आहे?
Where's the doctor?,डॉक्टर कुठे आहे?
Where's the doctor?,डॉक्टर कुठे आहेत?
Where's the mirror?,आरसा कुठे आहे?
Where's the museum?,वास्तुसंग्रहालय कुठे आहे?
Where's the remote?,रिमोट कुठे आहे?
Where's your house?,तुझं घर कुठेय?
Where's your phone?,तुझा फोन कुठेय?
Where's your proof?,तुझा पुरावा कुठेय?
Where's your shirt?,तुझा शर्ट कुठेय?
Which bag is Tom's?,टॉमची पिशवी कोणती आहे?
Which bag is Tom's?,टॉमची बॅग कोणती आहे?
Which bag is yours?,तुझी बॅग कोणती आहे?
Which bag is yours?,तुमची बॅग कोणती आहे?
Which bag is yours?,तुझी पिशवी कोणती आहे?
Which bag is yours?,तुमची पिशवी कोणती आहे?
Which car is Tom's?,टॉमची गाडी कोणती आहे?
Which car is yours?,तुझी गाडी कोणती आहे?
Which car is yours?,तुमची गाडी कोणती आहे?
Which cup is yours?,तुझं कप कोणतं आहे?
Which cup is yours?,तुमचं कप कोणतं आहे?
Which is your book?,तुझं पुस्तक कोणतं आहे?
Which is your book?,तुमचं पुस्तक कोणतं आहे?
Which one is older?,त्यांच्यात वयाने मोठं कोण आहे?
Who are you people?,तुम्ही लोकं आहात कोण?
